Honest_FPTP_Winner,Honest_FPTP_Top_Two_Ratio,Honest_FPTP_Total_Ratio,Strategic_FPTP_Winner,Strategic_FPTP_Top_Two_Ratio,Strategic_FPTP_Total_Ratio,Approval_Winner,Approval_Top_Two_Ratio,Approval_Total_Ratio,Borda_Winner,Borda_Top_Two_Ratio,Borda_Total_Ratio,Classic_STV_Winner,Classic_STV_Top_Two_Ratio,Classic_STV_Total_Ratio,Complete_STV_Winner,Complete_STV_Top_Two_Ratio,Complete_STV_Total_Ratio
R,0.00303204951512266,0.0020176418602324457,R,0.0016579053780832996,0.001625146164060487,R,0.003329872175874539,0.0012920704386787537,R,0.0019385359607313082,0.0007587218205611293,R,0.001981981981981982,0.001338145249584364,R,0.001981981981981982,0.001338145249584364
R,0.00890095798446104,0.005912416073754885,R,0.004415279296795884,0.004324796159263594,R,0.0035459087734379196,0.001375362942998847,R,0.004064027718448906,0.0015902052641597912,R,0.004470012828736369,0.0030150617884859795,R,0.004470012828736369,0.0030150617884859795
D,0.00012476295039425092,8.344737808338062e-05,D,0.00034352456200618345,0.00033666699673234976,R,0.0007482363001496472,0.0002920215539718408,R,0.000377915559492176,0.00014863499657442783,R,0.0012207568692589406,0.0008278145695364238,R,0.0012207568692589406,0.0008278145695364238
R,0.005015170891948143,0.0033377837116154874,R,0.002224244262460823,0.0021810683269223143,D,0.0007857283165770817,0.0003056489482897552,R,0.00037871167023681315,0.00014851220932795905,R,0.0021824006407047754,0.0014737098278869165,R,0.0021824006407047754,0.0014737098278869165
D,0.005418150805197411,0.0036049868985429845,D,0.01015517101307986,0.009947675228299147,D,0.004166145153503675,0.0016198666564700812,D,0.0050183591270665144,0.0019648281820462085,D,0.010393840091674876,0.007019497094444143,D,0.010393840091674876,0.007019497094444143
R,0.0024548483254427495,0.0016338779593197733,R,0.0015164381899793764,0.0014861490904767567,R,0.0004103259415196332,0.00015980767493729286,D,0.0002662249304857126,0.00010442676666883255,R,0.0009004141905276427,0.0006077877875173894,R,0.0009004141905276427,0.0006077877875173894
R,0.003435564360408255,0.002283904309410686,R,0.0016990291262135922,0.0016641901931649331,R,0.004547081990691013,0.001765298676025993,R,0.004146473125040783,0.001622852738302807,R,0.002062144630415632,0.0013899197085216921,R,0.002062144630415632,0.0013899197085216921
D,0.008087810514153668,0.005378858746492049,D,0.01037984968515133,0.010167535516733654,D,0.004866876610363584,0.0018910031354500518,D,0.004942681508556239,0.0019343572500081275,D,0.010151365911512252,0.006848014753742677,D,0.010151365911512252,0.006848014753742677
D,0.007741222007188278,0.005141559829059829,D,0.011463414634146341,0.011227232009555091,D,0.01064001578956812,0.004127428257223,D,0.007294024008505735,0.0028530670470756064,D,0.010798093744344574,0.007267953333513792,D,0.010798093744344574,0.007267953333513792
R,0.010319917440660475,0.00684931506849315,R,0.007220216606498195,0.007072332479090927,R,0.00727885546272724,0.0028230713068873206,R,0.00427026001138736,0.0016718098037713242,R,0.0077298371714819205,0.005204601678990983,R,0.0077298371714819205,0.005204601678990983
R,0.0002505951635133442,0.00016643365954330605,R,0.001394982107838182,0.0013672300711355936,R,0.0010902786466246046,0.00042364347276528067,R,0.00026052768698782625,0.00010207229966571322,R,0.0009004141905276427,0.0006066161602545091,R,0.0009004141905276427,0.0006066161602545091
R,0.006819948348920593,0.004545150725218903,R,0.009316959301735511,0.009129786176031825,R,0.002324333988914715,0.0009031603665441611,R,0.004255899281001974,0.001667541467900988,R,0.009464673257776706,0.006401021989073415,R,0.009464673257776706,0.006401021989073415
R,0.0035989203239028293,0.0024062964757782866,R,0.003136191651660158,0.003074115943753595,R,0.0017866395097461186,0.0006947918403646268,R,0.002172163166741637,0.0008521487150433272,R,0.003425892535160476,0.0023205949408316145,R,0.003425892535160476,0.0023205949408316145
D,0.0003993211540381352,0.00026704498038888425,D,0.0010514396635393076,0.001029886514428314,R,0.00633194412148747,0.002462814287105706,R,0.001709846705438969,0.0006710178342144796,D,0.0009404514166800064,0.0006374004909339952,D,0.0009404514166800064,0.0006374004909339952
D,0.008286460425873846,0.005514245133260924,D,0.01142113926880322,0.011188532749352977,D,0.006278252134605726,0.0024322277121076297,D,0.006068955688309837,0.0023735481758283615,D,0.01148569819366778,0.0077509909322908185,D,0.01148569819366778,0.0077509909322908185
D,0.0036000900022500563,0.0024057738572574178,R,0.0002625785210769759,0.000257543039404085,R,0.0036132725158751454,0.0014038306507658522,R,0.0014015458400108813,0.0005503142828615414,R,0.000300048007681229,0.00020318320352184218,R,0.000300048007681229,0.00020318320352184218
D,0.0025287931897846772,0.0016845124920777878,D,0.0035628972832908216,0.003490332176499752,D,0.002466928852341795,0.0009588593742400344,D,0.001041457093151236,0.0004085147471502615,D,0.00438965724594107,0.0029650690495532086,D,0.00438965724594107,0.0029650690495532086
R,0.012118784115378837,0.008123940446816724,R,0.013397304275346114,0.01314031624494028,R,0.010000896137646743,0.0038845495175640113,R,0.007629919251010104,0.0029895435715514476,R,0.01286231884057971,0.008725693685820407,R,0.01286231884057971,0.008725693685820407
R,0.01606476344194492,0.010668229777256741,R,0.012434475192002926,0.012198768163607009,R,0.012259572173287794,0.004746427999749455,R,0.010579932640698822,0.0041332784709194334,R,0.012781288998027454,0.008616478506296136,R,0.012781288998027454,0.008616478506296136
D,0.01068073931926068,0.007053291536050157,D,0.010829371368198627,0.010607387358700844,D,0.003749484221668072,0.0014508951815007394,D,0.003920334059981111,0.0015313722487505395,D,0.011081168047622878,0.007429480610538806,D,0.011081168047622878,0.007429480610538806
D,0.00025025025025025025,0.00016658615002748672,D,0.0007478524507326933,0.0007328619248519421,R,0.00014318698430312683,5.550929780738274e-05,R,1.7778409899018633e-05,6.956489477150251e-06,D,0.0017415325486428057,0.0011753897700559324,D,0.0017415325486428057,0.0011753897700559324
R,0.00015041363750313363,9.982862752275261e-05,D,0.00014145414864810249,0.00013859739436898586,R,0.0035269263821254655,0.001368568768843872,R,0.0013696599567163737,0.000535822394592601,R,0.0006602244763219495,0.0004446180999986527,R,0.0006602244763219495,0.0004446180999986527
D,0.009080847210343614,0.006028321421414735,D,0.00548938583697942,0.005381254964257347,D,0.005250801956954177,0.0020360654598519856,D,0.005242658496906654,0.00205019851865611,D,0.0056358932188772335,0.0037959123022680914,D,0.0056358932188772335,0.0037959123022680914
D,0.0033527660319763804,0.0022371364653243847,D,0.005894745371308188,0.005780461642366215,D,0.0005702066999287242,0.0002224585844682197,D,0.002135690283496616,0.0008383533903382675,D,0.006239467137468903,0.0042245103099785375,D,0.006239467137468903,0.0042245103099785375
R,0.0031773830372779583,0.0021201295449233748,R,0.0002830112395892294,0.00027713442999386344,R,0.007760412932826726,0.003011754886276692,R,0.004504985121693874,0.0017652373663587567,R,0.0013008585666539915,0.0008799122795142884,R,0.0013008585666539915,0.0008799122795142884
D,0.00490097516839248,0.0032491335643828312,D,0.006952608748530425,0.006816104288382815,D,0.008074066099687803,0.003129019921426833,D,0.0053618188619643375,0.0020966697083469746,D,0.006803130644190247,0.004577060689934517,D,0.006803130644190247,0.004577060689934517
D,0.005412719891745603,0.00360739516007816,D,0.0063439944870079855,0.006216731548422976,D,0.004308418399270608,0.0016756940919615355,D,0.0036977558651504288,0.0014490599687894776,D,0.0057968107511784175,0.003916679089812569,D,0.0057968107511784175,0.003916679089812569
R,0.010478966678393728,0.006974643741218973,R,0.006651794767795579,0.006512976311034332,R,0.004758327072376659,0.0018493926900320515,R,0.005440877185695892,0.0021298685613283692,R,0.006078478574867597,0.004100690215184734,R,0.006078478574867597,0.004100690215184734
D,0.004987593674026918,0.0033221482112151717,D,0.0010306986520078414,0.0010105613569263083,D,0.003914978816210515,0.0015225144430308466,D,0.003435835767050335,0.001346926453171083,D,0.00046011042650236057,0.00031116823378204696,D,0.00046011042650236057,0.00031116823378204696
R,0.0033254988248237237,0.0022214056654195615,D,0.00016162922256343946,0.00015843152787404694,D,0.0021798559865635106,0.0008477520672642624,D,0.00039028774851276713,0.0001531937413393311,R,0.000300048007681229,0.0002029412958478211,R,0.000300048007681229,0.0002029412958478211
D,0.008096351612984335,0.005375087637298434,D,0.004270044926539038,0.00418866875769246,R,0.003221303554171588,0.0012505123627041634,R,0.0005091649694501018,0.00019953179631979843,D,0.0036667468141380138,0.0024702690298457094,D,0.0036667468141380138,0.0024702690298457094
D,0.012369316034765083,0.008208917793790647,D,0.01135647969445178,0.011131688472031383,D,0.005818533371526783,0.002259800581290242,D,0.006844350440248583,0.002675753078161256,D,0.010676800579080709,0.0071903478720091,D,0.010676800579080709,0.0071903478720091
D,0.0,0.0,D,0.0026091705264861148,0.002558051914572964,D,0.0037914013877959796,0.0014735422705062175,D,0.0009528600597756932,0.00037365998797789604,D,0.0029443576493209953,0.0019907100199071004,D,0.0029443576493209953,0.0019907100199071004
D,0.0020785855600911575,0.00138367925314662,R,0.003663151929732246,0.0035907711230583053,R,0.0022316248013853927,0.0008688942798951766,R,0.0005618907920885777,0.00022050358376350874,R,0.004028136836409547,0.0027180159835566795,R,0.004028136836409547,0.0027180159835566795
R,0.008277690249331032,0.005546153717263451,R,0.005652693640213141,0.0055397811885709745,R,0.00021405636817695327,8.337560013062177e-05,R,0.002426868392702821,0.0009520558601360279,R,0.006440739180160116,0.004370617468854245,R,0.006440739180160116,0.004370617468854245
D,0.007180564937826816,0.004803910081515826,D,0.004310781000182146,0.004228287841191067,D,1.781991196963487e-05,6.95018800258547e-06,D,0.0025489987343718583,0.0010012033023448135,D,0.003907659011662859,0.0026496005217674875,D,0.003907659011662859,0.0026496005217674875
R,0.007311190392442591,0.00485761025606784,R,0.0049237128442039995,0.004821141598714362,R,0.0015782488611499695,0.0006104624947104812,R,0.004034366384637323,0.0015753475509029827,R,0.0056358932188772335,0.0037957584762933947,R,0.0056358932188772335,0.0037957584762933947
D,0.006189855653568565,0.004127122042507686,D,0.0081332143436638,0.007973118065773253,D,0.007454107842080684,0.0028837467861858104,D,0.0049442070275403606,0.0019341237003292421,D,0.00732681614709838,0.0049461345619621925,D,0.00732681614709838,0.0049461345619621925
R,0.005211465223491682,0.003473671905008434,R,0.005550378803224892,0.005440934093210747,R,0.0036582085537523535,0.001416371589252239,R,0.004385704620716668,0.0017155804419186644,R,0.00438965724594107,0.002963343842604495,R,0.00438965724594107,0.002963343842604495
R,0.0045578623124890435,0.0030391076378452394,R,0.0034818518593493796,0.003410803521852939,R,0.0024000573148015474,0.000930342352099866,R,0.0018732031180532915,0.0007331990681875134,R,0.003626600412751207,0.0024508144557431654,R,0.003626600412751207,0.0024508144557431654
D,0.010626033782767781,0.007105391047877599,D,0.00847956182168577,0.008312452770154716,D,0.0055847921812909465,0.00216936330577593,D,0.006924483929971257,0.0027088245885072424,D,0.008012048192771085,0.005424069819605497,D,0.008012048192771085,0.005424069819605497
R,0.001881349554747272,0.0012487720408265205,D,0.0015976379226662351,0.001565224282770645,D,0.0030364191687355995,0.0011818523101736627,D,0.0007571455612341472,0.00029711128906839365,D,0.0023828594313175812,0.0016065666725169094,D,0.0023828594313175812,0.0016065666725169094
R,0.005761956058822056,0.0038428122702666577,R,0.004698924513398011,0.004603722665396675,R,0.0017683939767429398,0.0006878964958969406,R,0.00204247156820375,0.0008009453476683204,R,0.005273923157134836,0.003563830508015231,R,0.005273923157134836,0.003563830508015231
D,0.004931410834084309,0.0032913422661810404,D,0.008562269204236497,0.008391163428844127,D,0.007636468178387897,0.002953029460811562,D,0.006022593635294537,0.0023547497904179795,D,0.008899513841456064,0.0060096316896154104,D,0.008899513841456064,0.0060096316896154104
D,0.009509233239662787,0.006341610333980323,D,0.009356416553347811,0.00917102671732946,D,0.009410838566546795,0.003663462877838139,D,0.007491369799636998,0.00293623966039122,D,0.00865739996786116,0.005852241096039214,D,0.00865739996786116,0.005852241096039214
D,0.0033770262157294378,0.002254207854662036,D,0.002123313987583669,0.002081557401423389,D,0.002552295280930963,0.0009942431237311233,D,0.0016393248585564472,0.0006430644225188625,D,0.001180708425055033,0.0007993171934483086,D,0.001180708425055033,0.0007993171934483086
R,0.0028516396928233733,0.0019029178073045336,D,0.0022855987055016183,0.0022400190302501685,D,0.008233036178723252,0.003192177426645988,D,0.004195721195216759,0.0016411823012300742,D,0.0019018257527226136,0.0012860430485988898,D,0.0019018257527226136,0.0012860430485988898
D,0.008106079559669752,0.005426681182480529,D,0.00628242542153048,0.0061575131592015095,R,0.0007484229658932962,0.00029199313120919915,D,0.0011171005035818143,0.00043890000975333355,D,0.006319971108703503,0.004287464271131074,D,0.006319971108703503,0.004287464271131074
D,0.009128401146708244,0.006063136796392183,D,0.009577144712279847,0.00939434349063551,D,0.008233922324872186,0.003192044229632463,D,0.005453035067940426,0.0021344791545697362,D,0.009787764289733901,0.006587045027254406,D,0.009787764289733901,0.006587045027254406
R,0.005130258514977852,0.003426088409793599,R,0.0067285476875684,0.006597118728266269,R,0.003037504243572105,0.001181688006561844,R,0.004309373925620324,0.0016884594839398936,R,0.007649220020478227,0.005179022918195906,R,0.007649220020478227,0.005179022918195906
D,0.005156065293392691,0.003414674773049055,D,0.005245038477116241,0.005142970611596505,D,0.0064542806803063535,0.0024927439625602355,D,0.0032382457620572665,0.0012640524361421583,D,0.005957754107239574,0.0040007543509887385,D,0.005957754107239574,0.0040007543509887385
R,0.00907018115306557,0.00606101195459264,R,0.010727346607070297,0.010507253586993294,R,0.013046361176323004,0.005074231546664808,R,0.008982657656321382,0.0035214379747777586,R,0.011000281542854845,0.007439949946954653,R,0.011000281542854845,0.007439949946954653
D,0.011634642020700596,0.007722136792137461,D,0.010336914359984566,0.010129554817011284,D,0.006124751517756407,0.002378005534773116,D,0.005836125856291331,0.002286192235310518,D,0.010272595689932454,0.006918588120608186,D,0.010272595689932454,0.006918588120608186
R,0.0034556153749843495,0.0023028401695424357,R,0.005551728330023909,0.005439637886879355,R,0.0059668864678899085,0.0023147826328740843,R,0.0033664246555045194,0.0013187650044345796,R,0.004952281658513112,0.003343711926357114,R,0.004952281658513112,0.003343711926357114
R,0.0017760212121970132,0.0011843005120848694,R,0.005146284139719588,0.005040782710512215,R,0.002922299114346158,0.0011314887059378862,R,0.0025678432488850933,0.0010047755846494424,R,0.004028136836409547,0.002720996344930283,R,0.004028136836409547,0.002720996344930283
D,0.003306116315183089,0.002202165462704993,D,0.004252217227554368,0.004166418665555622,D,0.0029369101556204224,0.0011389363445699126,D,0.002769639531711483,0.0010837328679702402,D,0.004470012828736369,0.003017264707474157,D,0.004470012828736369,0.003017264707474157
D,0.0036243657359962007,0.002422844921215767,R,0.0006669496149881768,0.0006536336086517321,R,0.0036787685054556494,0.0014325850510445352,R,0.0014660849619882003,0.0005759499109367779,R,0.001060572709263002,0.0007181571815718157,R,0.001060572709263002,0.0007181571815718157
D,0.004262467718075371,0.002835885630400694,D,4.0415471042315e-05,3.959533566945814e-05,D,0.004767261235202743,0.001857714385110454,D,0.0023142804718527857,0.000907915115741762,R,0.0001000060003600216,6.762879904778651e-05,R,0.0001000060003600216,6.762879904778651e-05
R,0.0002501438327038047,0.00016663333999866693,R,0.0006057424383152283,0.0005947306861209682,R,0.0010752302784846422,0.0004162706314131694,R,0.00039722770633607833,0.00015535763559591247,R,0.0005801740522156647,0.0003914105626864262,R,0.0005801740522156647,0.0003914105626864262
R,0.010254995862898979,0.006850118076607433,R,0.003197603820934186,0.0031331178488568086,R,0.005187928227696381,0.0020165496140741256,R,0.005448315112997699,0.0021352032044311855,R,0.004068299330634495,0.002755194831634523,R,0.004068299330634495,0.002755194831634523
R,0.001976927504316709,0.0013175670041194816,R,0.002144403309663976,0.0021005905433791766,D,0.0007140434495439047,0.00027789356676392944,D,0.0003845630476325707,0.00015084321356382177,R,0.001821675941866517,0.001230894089003111,R,0.001821675941866517,0.001230894089003111
R,0.008060466050622741,0.005363050088548802,R,0.005164034021871203,0.005063140338336907,R,0.004191820575748347,0.001625654777618763,R,0.004700659398054449,0.001838781575037147,R,0.00463074332451287,0.0031260572433858855,R,0.00463074332451287,0.0031260572433858855
D,0.014937047409986628,0.009903971626459665,D,0.014236033434341381,0.013964251516118737,D,0.01076931374840438,0.004166116053109286,D,0.008185701198110625,0.0031960977875849254,D,0.01484958997400818,0.009988073941562314,D,0.01484958997400818,0.009988073941562314
D,0.003562468640240843,0.0023667850059169624,D,0.009090355700748736,0.008912230444815787,D,0.006318548169954585,0.0024454973669218692,D,0.003269660987781793,0.001278632907045012,D,0.009020592667001507,0.00606961811422778,D,0.009020592667001507,0.00606961811422778
R,0.0018770177941286883,0.0012506878783330832,R,0.003805668016194332,0.0037293447858602288,R,0.005037106083963718,0.0019523108134396798,R,0.0035039871935493433,0.001372047833627012,R,0.0030647196682891654,0.0020684620376378977,R,0.0030647196682891654,0.0020684620376378977
R,0.01158233254610321,0.0077172894067229145,R,0.010418993846091355,0.010209158391211766,R,0.00578127796670843,0.0022460815265009804,R,0.00644016287379655,0.0025206765170523184,R,0.010595946598037639,0.007161201777391257,R,0.010595946598037639,0.007161201777391257
R,0.003926177853356007,0.002623049420255956,R,0.002183803457688808,0.0021413276231263384,R,0.006948808647406317,0.0026890125695703832,R,0.003928596861870059,0.001536572514849279,R,0.0017415325486428057,0.001179949004502794,R,0.0017415325486428057,0.001179949004502794
D,0.007725408289086288,0.005120677864327056,R,0.0029951632161576915,0.0029342955707997937,D,0.0009474775644463513,0.00036803510916060217,D,0.00180821105676597,0.0007076254179050112,R,0.0036667468141380138,0.0024726388325901905,R,0.0036667468141380138,0.0024726388325901905
R,0.00017488632388947185,0.00011673281526198179,R,0.0011922082120918202,0.0011694283675572823,D,0.0011822448321570595,0.0004579930190761032,D,1.1851641156009078e-05,4.637745684577641e-06,R,0.001421023136658394,0.0009607317799247652,R,0.001421023136658394,0.0009607317799247652
R,7.506756080472425e-05,4.997334754797441e-05,D,0.0014759699953496835,0.0014464897854043236,D,8.914403893811621e-05,3.474514436607484e-05,R,8.86404330380622e-05,3.4822093922151726e-05,D,0.0015412021376673805,0.0010402453357830886,D,0.0015412021376673805,0.0010402453357830886
R,0.0011007430015260301,0.0007335533993531393,R,0.00022231653832939226,0.00021778296937179512,D,0.0018439944859194013,0.0007150841091648789,D,0.0004028436018957346,0.0001577246822891418,R,0.0012207568692589406,0.000825004395515222,R,0.0012207568692589406,0.000825004395515222
D,0.009413832057236098,0.006272056732843834,D,0.006137454678036825,0.006020625111769031,R,0.0001606454376695702,6.251476042954586e-05,D,0.0015438853857347357,0.0006060127610963026,D,0.0058772792008505,0.003971535072856659,D,0.0058772792008505,0.003971535072856659
R,0.0018793695341669382,0.001249645933652132,D,0.0010513546300040437,0.0010299681106027295,R,0.005659025787965616,0.0021968396098524085,R,0.0025589233566914067,0.0010029112284269616,D,0.0006201984635083226,0.0004191511513135656,D,0.0006201984635083226,0.0004191511513135656
R,0.006417809421143674,0.00427707421392054,R,0.008665651953323186,0.008489571942660597,R,0.007960698533366803,0.0030880297118534438,R,0.006967171732170752,0.002724960217439281,R,0.009303166693457644,0.006282225237449118,R,0.009303166693457644,0.006282225237449118
R,0.016180331179321487,0.010729470054567975,R,0.011317227787146717,0.011090094574415132,R,0.0027240143369175627,0.0010552111463619513,R,0.006387820950864287,0.0024963135834291223,R,0.011809439504285197,0.00794531672983216,R,0.011809439504285197,0.00794531672983216
D,0.006774897749228415,0.004509319259803594,D,0.00648508430609598,0.006357405383927685,D,0.010562052055827989,0.00409071935438987,D,0.007631411722085959,0.002986073510855597,D,0.0075283064321850154,0.005082540457022038,D,0.0075283064321850154,0.005082540457022038
R,0.003813920810960004,0.002533628923374394,R,0.003948647335169286,0.003867512891709639,R,0.0020584602717167557,0.0007985168417617365,R,0.003618567403232982,0.0014159242735844238,R,0.004349481870477641,0.0029304919715323636,R,0.004349481870477641,0.0029304919715323636
