Strategic_FPTP_Efficiency_Gap,Honest_FPTP_Efficiency_Gap,Approval_Efficiency_Gap,Borda_Efficiency_Gap,Classic_STV_Efficiency_Gap,Complete_STV_Efficiency_Gap,Wasted_Ballot_Efficiency_Gap
-0.3924,-0.2602,-0.6596,-0.64765,-0.4062,-0.4077,-0.1426
-0.4319,-0.3096,-0.66845,-0.6589333333333334,-0.4495,-0.4516,-0.1876
-0.4003,-0.2862,-0.658,-0.6490333333333334,-0.4162,-0.4246,-0.1525
-0.4027,-0.2746,-0.6547,-0.6465666666666666,-0.4166,-0.4164,-0.1438
-0.409,-0.2927,-0.65965,-0.6508833333333334,-0.4296,-0.4352,-0.1567
-0.3907,-0.262,-0.65745,-0.6472,-0.4019,-0.408,-0.1348
-0.4018,-0.2878,-0.66625,-0.653,-0.4286,-0.4383,-0.1675
-0.3871,-0.2564,-0.66425,-0.6499333333333334,-0.4012,-0.4052,-0.1462
-0.3915,-0.2698,-0.66095,-0.6494166666666666,-0.4054,-0.4132,-0.1492
-0.4111,-0.29,-0.6626,-0.6525,-0.4329,-0.4347,-0.1594
-0.4296,-0.3038,-0.6704,-0.6591833333333333,-0.4419,-0.4454,-0.1918
-0.4074,-0.2832,-0.65765,-0.6502333333333333,-0.4261,-0.4307,-0.1543
-0.4076,-0.2817,-0.6599,-0.6511166666666667,-0.4229,-0.4259,-0.1534
-0.4041,-0.2757,-0.66155,-0.6502833333333333,-0.4217,-0.4254,-0.1576
-0.4161,-0.2969,-0.66195,-0.6527333333333334,-0.4311,-0.4412,-0.1654
-0.4029,-0.2704,-0.65675,-0.6495166666666666,-0.4155,-0.4216,-0.1495
-0.4008,-0.275,-0.66035,-0.6493,-0.4172,-0.4196,-0.1456
-0.4133,-0.2837,-0.66945,-0.6567666666666667,-0.4344,-0.4335,-0.1738
-0.427,-0.3002,-0.66685,-0.6555666666666666,-0.4472,-0.448,-0.1675
-0.4036,-0.2803,-0.65825,-0.6482166666666667,-0.425,-0.426,-0.1492
-0.4334,-0.3092,-0.6695,-0.6584833333333333,-0.4547,-0.4529,-0.1831
-0.3955,-0.2662,-0.6629,-0.6497333333333334,-0.4108,-0.4163,-0.1492
-0.387,-0.2692,-0.65145,-0.64215,-0.4009,-0.4124,-0.1345
-0.3906,-0.2643,-0.6545,-0.6437666666666667,-0.4031,-0.4056,-0.1339
-0.391,-0.262,-0.65625,-0.64545,-0.4055,-0.4116,-0.1438
-0.4163,-0.2969,-0.66145,-0.6509166666666667,-0.4375,-0.4375,-0.1531
-0.4143,-0.2907,-0.6719,-0.6570833333333334,-0.4373,-0.4395,-0.1714
-0.3977,-0.2773,-0.66175,-0.6512333333333333,-0.4142,-0.4221,-0.1585
-0.4038,-0.2772,-0.65945,-0.6494833333333333,-0.4151,-0.4209,-0.1576
-0.3888,-0.2638,-0.6655,-0.6487166666666667,-0.4015,-0.407,-0.1519
-0.4171,-0.2834,-0.67195,-0.6565,-0.4367,-0.4332,-0.1861
-0.4116,-0.2823,-0.6666,-0.6511833333333333,-0.4249,-0.428,-0.1663
-0.4106,-0.2867,-0.6607,-0.65115,-0.4272,-0.4313,-0.1531
-0.3894,-0.2591,-0.66395,-0.6505166666666666,-0.4011,-0.4066,-0.1498
-0.4076,-0.2981,-0.66605,-0.6524833333333333,-0.4402,-0.4451,-0.1714
-0.4039,-0.2716,-0.6613,-0.6495666666666666,-0.424,-0.42,-0.1483
-0.4134,-0.2868,-0.6692,-0.6548333333333334,-0.4327,-0.4355,-0.1729
-0.4186,-0.2887,-0.6704,-0.6551833333333333,-0.4318,-0.4337,-0.1714
-0.4021,-0.28,-0.66165,-0.6484666666666666,-0.4225,-0.425,-0.154
-0.3926,-0.2693,-0.66455,-0.6497833333333334,-0.4196,-0.418,-0.1504
-0.374,-0.242,-0.6555,-0.64065,-0.3834,-0.3862,-0.1276
-0.3754,-0.2404,-0.66055,-0.6456,-0.389,-0.3885,-0.1411
-0.3927,-0.2643,-0.65955,-0.6468,-0.412,-0.4063,-0.148
-0.3807,-0.2612,-0.65725,-0.6469166666666667,-0.3927,-0.4023,-0.1333
-0.4009,-0.2802,-0.6618,-0.6523333333333333,-0.4217,-0.4279,-0.1558
-0.3854,-0.2587,-0.6552,-0.6448833333333334,-0.4032,-0.4068,-0.1366
-0.4071,-0.2782,-0.6707,-0.65515,-0.4236,-0.4263,-0.1666
-0.4056,-0.2894,-0.65945,-0.6488833333333334,-0.4202,-0.429,-0.1501
-0.3975,-0.2802,-0.66295,-0.64965,-0.4164,-0.4259,-0.1531
-0.4199,-0.2806,-0.6708,-0.6585,-0.4381,-0.4385,-0.1735
-0.4144,-0.2861,-0.6574,-0.6501666666666667,-0.4272,-0.4303,-0.1399
-0.4162,-0.2817,-0.67015,-0.6586666666666666,-0.4273,-0.435,-0.1828
-0.404,-0.2723,-0.666,-0.6540833333333333,-0.414,-0.42,-0.1636
-0.4131,-0.2932,-0.6641,-0.6529333333333334,-0.4356,-0.437,-0.1645
-0.4029,-0.2695,-0.66145,-0.6487,-0.4226,-0.4195,-0.1408
-0.3953,-0.2787,-0.65955,-0.6477166666666667,-0.4061,-0.4236,-0.1543
-0.4176,-0.2807,-0.6662,-0.6538333333333334,-0.4382,-0.4294,-0.1597
-0.4052,-0.2797,-0.65485,-0.6460166666666667,-0.4191,-0.4191,-0.1486
-0.3847,-0.2623,-0.65845,-0.6468,-0.3978,-0.4062,-0.1432
-0.404,-0.2805,-0.66555,-0.65255,-0.4272,-0.4267,-0.1648
-0.403,-0.268,-0.66055,-0.6488,-0.4144,-0.4159,-0.1516
-0.4267,-0.2982,-0.6655,-0.65505,-0.4498,-0.4472,-0.1771
-0.4056,-0.2829,-0.66475,-0.6547,-0.4198,-0.4279,-0.1714
-0.3886,-0.2742,-0.65225,-0.6430666666666667,-0.4075,-0.4163,-0.1273
-0.3898,-0.266,-0.6637,-0.6499,-0.4146,-0.4094,-0.1534
-0.3784,-0.2445,-0.64995,-0.6414,-0.3879,-0.3945,-0.1234
-0.4005,-0.2646,-0.6592,-0.6494,-0.4106,-0.4167,-0.1522
-0.4194,-0.3049,-0.6605,-0.6510666666666667,-0.4467,-0.4507,-0.1642
-0.4188,-0.2958,-0.5608,-0.6619666666666667,-0.4418,-0.4449,-0.1864
-0.3942,-0.263,-0.6601,-0.6458166666666667,-0.4128,-0.409,-0.1384
-0.4128,-0.2748,-0.66475,-0.6558833333333334,-0.426,-0.4271,-0.1636
-0.4055,-0.2867,-0.66195,-0.6485666666666666,-0.4247,-0.4255,-0.1585
-0.3871,-0.2605,-0.6541,-0.64485,-0.4024,-0.4083,-0.136
-0.3945,-0.2649,-0.66055,-0.6483,-0.4077,-0.4163,-0.1498
-0.3825,-0.2554,-0.6646,-0.6499666666666667,-0.3907,-0.3979,-0.1477
-0.411,-0.2811,-0.6614,-0.6496833333333333,-0.4242,-0.4275,-0.1591
-0.4095,-0.28,-0.6638,-0.6518833333333334,-0.4236,-0.4261,-0.1531
-0.4257,-0.3004,-0.67295,-0.65985,-0.4443,-0.447,-0.1843
-0.405,-0.2813,-0.6546,-0.64745,-0.4205,-0.4242,-0.1465
-0.4009,-0.2797,-0.6632,-0.6487,-0.4196,-0.4242,-0.1543
-0.3846,-0.2581,-0.655,-0.6429666666666667,-0.3965,-0.4035,-0.1258
-0.3758,-0.2401,-0.65295,-0.6427666666666667,-0.3871,-0.3877,-0.1273
-0.4005,-0.281,-0.65775,-0.64895,-0.4193,-0.4206,-0.1474
-0.4101,-0.2836,-0.66565,-0.6535666666666666,-0.4332,-0.4306,-0.1732
-0.4044,-0.2707,-0.6657,-0.6508333333333334,-0.4237,-0.4232,-0.1636
-0.402,-0.2764,-0.6558,-0.6469333333333334,-0.4165,-0.4175,-0.1504
-0.4045,-0.2793,-0.6616,-0.6528333333333334,-0.4316,-0.4308,-0.1507
-0.4147,-0.2832,-0.6613,-0.6499,-0.4268,-0.4295,-0.1612
-0.4173,-0.2946,-0.65965,-0.6532666666666667,-0.4296,-0.4381,-0.1633
-0.4346,-0.2999,-0.6741,-0.6619833333333334,-0.4532,-0.4532,-0.1951
-0.4119,-0.293,-0.67235,-0.65925,-0.4352,-0.4452,-0.1849
-0.3994,-0.283,-0.6563,-0.6479,-0.4229,-0.4249,-0.1489
-0.3973,-0.2755,-0.65795,-0.6468166666666667,-0.4136,-0.4223,-0.145
-0.4152,-0.2869,-0.65975,-0.6496833333333333,-0.4256,-0.4264,-0.1648
-0.42,-0.2942,-0.6599,-0.65135,-0.4368,-0.4372,-0.1642
-0.3933,-0.2658,-0.6566,-0.6465833333333333,-0.4115,-0.4093,-0.1384
-0.4099,-0.2796,-0.6618,-0.6521833333333333,-0.4235,-0.4283,-0.1504
-0.3971,-0.2666,-0.66805,-0.6525833333333333,-0.4054,-0.4138,-0.1657
-0.4132,-0.2772,-0.6633,-0.6514166666666666,-0.4298,-0.4281,-0.1558
-0.4288,-0.2873,-0.67015,-0.6565,-0.4453,-0.437,-0.172
-0.4165,-0.2961,-0.6748,-0.65965,-0.4395,-0.4478,-0.1813
-0.4097,-0.2931,-0.6644,-0.6513666666666666,-0.4333,-0.4385,-0.1648
-0.4015,-0.2876,-0.6643,-0.65135,-0.4247,-0.4332,-0.1585
-0.3933,-0.2701,-0.65545,-0.64645,-0.4096,-0.4146,-0.1381
-0.4271,-0.307,-0.6723,-0.6589666666666667,-0.4538,-0.4546,-0.1843
-0.4088,-0.2898,-0.65625,-0.64975,-0.423,-0.4276,-0.1423
-0.3903,-0.2669,-0.66135,-0.6481,-0.4094,-0.4121,-0.1522
-0.4056,-0.2717,-0.6648,-0.65305,-0.4152,-0.4224,-0.1639
-0.3799,-0.2567,-0.6578,-0.6442333333333333,-0.3934,-0.4012,-0.1396
-0.3838,-0.2627,-0.66025,-0.64635,-0.4018,-0.4073,-0.1429
-0.3978,-0.2657,-0.66325,-0.6498333333333334,-0.4136,-0.4145,-0.1477
-0.403,-0.2796,-0.65825,-0.64695,-0.4183,-0.4207,-0.1501
-0.4346,-0.3161,-0.6758,-0.6632833333333333,-0.4614,-0.461,-0.1969
-0.3925,-0.2624,-0.6611,-0.6480166666666667,-0.401,-0.4069,-0.1441
-0.38,-0.2526,-0.6589,-0.6454333333333333,-0.3955,-0.3976,-0.1435
-0.4059,-0.2788,-0.66205,-0.6509666666666667,-0.4151,-0.4202,-0.1609
-0.3909,-0.266,-0.6617,-0.6486833333333333,-0.4049,-0.416,-0.142
-0.4124,-0.2722,-0.6692,-0.6554,-0.4218,-0.4241,-0.16
-0.439,-0.3051,-0.6793,-0.6634,-0.4628,-0.4627,-0.199
-0.4151,-0.2936,-0.67225,-0.6580833333333334,-0.4394,-0.4396,-0.1813
-0.3875,-0.253,-0.6535,-0.6444333333333333,-0.4003,-0.3957,-0.1369
-0.4253,-0.298,-0.6684,-0.6536833333333333,-0.4402,-0.4367,-0.1711
-0.4028,-0.2757,-0.65865,-0.6489166666666667,-0.4185,-0.4192,-0.1441
-0.3896,-0.2628,-0.66255,-0.6483333333333333,-0.4017,-0.408,-0.1417
-0.4127,-0.2886,-0.66385,-0.6543166666666667,-0.4377,-0.438,-0.1702
-0.3811,-0.2431,-0.6541,-0.64385,-0.396,-0.3953,-0.1165
-0.3806,-0.2539,-0.65905,-0.6461333333333333,-0.4026,-0.4008,-0.1486
-0.3948,-0.2782,-0.66575,-0.6500166666666667,-0.4147,-0.4207,-0.1537
-0.4047,-0.2796,-0.65995,-0.6511,-0.4238,-0.4279,-0.1444
-0.4054,-0.282,-0.65885,-0.6482166666666667,-0.4176,-0.4246,-0.1534
-0.3847,-0.2583,-0.6553,-0.64605,-0.4018,-0.4067,-0.1498
-0.3901,-0.2589,-0.66115,-0.6486833333333333,-0.4022,-0.4119,-0.1447
-0.408,-0.2798,-0.65765,-0.6485666666666666,-0.4204,-0.4236,-0.1495
-0.3932,-0.2672,-0.65615,-0.64735,-0.4138,-0.4153,-0.1426
-0.4226,-0.304,-0.65445,-0.6507,-0.4461,-0.447,-0.1504
-0.3746,-0.2574,-0.6551,-0.6428166666666667,-0.3835,-0.3952,-0.1372
-0.4077,-0.2749,-0.65575,-0.6480166666666667,-0.4161,-0.4203,-0.1441
-0.4129,-0.2929,-0.66615,-0.6527166666666666,-0.4272,-0.4352,-0.1765
-0.4036,-0.2747,-0.66585,-0.6516833333333333,-0.4197,-0.4209,-0.1546
-0.3979,-0.2758,-0.6624,-0.65015,-0.4073,-0.4166,-0.1516
-0.4112,-0.2872,-0.6666,-0.6533166666666667,-0.4272,-0.4325,-0.1651
-0.3853,-0.2581,-0.65445,-0.6431333333333333,-0.3957,-0.4034,-0.1345
-0.4051,-0.2902,-0.65625,-0.6453166666666666,-0.4304,-0.4333,-0.1456
-0.416,-0.2976,-0.66615,-0.65415,-0.4308,-0.4359,-0.1777
-0.413,-0.2815,-0.6548,-0.6476166666666666,-0.4277,-0.4278,-0.148
-0.3936,-0.2696,-0.66345,-0.6476666666666666,-0.4111,-0.4115,-0.1585
-0.4193,-0.2994,-0.67135,-0.6581,-0.4456,-0.4501,-0.1762
-0.4287,-0.3108,-0.6628,-0.6521166666666667,-0.4483,-0.4488,-0.1708
-0.3952,-0.2778,-0.6583,-0.6459333333333334,-0.413,-0.4174,-0.1519
-0.4156,-0.2814,-0.66965,-0.65685,-0.4311,-0.4345,-0.1705
-0.398,-0.2788,-0.6636,-0.6505333333333333,-0.4162,-0.419,-0.1531
-0.3899,-0.2597,-0.66195,-0.6502833333333333,-0.4076,-0.4088,-0.145
-0.4038,-0.2742,-0.66725,-0.65355,-0.4254,-0.4237,-0.163
-0.403,-0.2692,-0.6609,-0.6529833333333334,-0.4195,-0.4211,-0.1435
-0.3905,-0.2692,-0.65665,-0.6459,-0.4037,-0.4128,-0.1468
-0.3991,-0.2822,-0.6643,-0.6503666666666666,-0.4157,-0.4275,-0.1531
-0.4096,-0.286,-0.6574,-0.6493666666666666,-0.4243,-0.4325,-0.1498
-0.4206,-0.2975,-0.65935,-0.6479833333333334,-0.4357,-0.4392,-0.1528
-0.3724,-0.2355,-0.6525,-0.6405833333333333,-0.384,-0.3839,-0.1303
-0.4023,-0.2684,-0.662,-0.6504166666666666,-0.4131,-0.4148,-0.1546
-0.4328,-0.3044,-0.6185,-0.6621333333333334,-0.4568,-0.4568,-0.196
-0.3955,-0.2705,-0.65785,-0.6469166666666667,-0.4154,-0.4221,-0.1477
-0.3956,-0.2718,-0.66715,-0.65185,-0.4181,-0.4224,-0.1672
-0.4154,-0.2914,-0.66755,-0.65675,-0.4388,-0.4409,-0.1711
-0.3821,-0.242,-0.654,-0.6418333333333334,-0.3947,-0.3905,-0.1195
-0.4328,-0.3122,-0.6687,-0.6589166666666667,-0.4529,-0.4576,-0.1825
-0.4248,-0.2936,-0.6681,-0.6566333333333333,-0.4447,-0.4457,-0.1696
-0.4168,-0.3006,-0.6626,-0.6539,-0.4415,-0.4406,-0.1684
-0.3836,-0.2604,-0.65145,-0.64255,-0.4017,-0.4027,-0.1288
-0.3963,-0.2681,-0.65815,-0.6479833333333334,-0.4075,-0.4164,-0.1435
-0.3797,-0.2504,-0.6581,-0.64145,-0.391,-0.3984,-0.1324
-0.3919,-0.2667,-0.6646,-0.6504,-0.4048,-0.412,-0.1579
-0.3976,-0.2714,-0.66155,-0.6507666666666667,-0.4181,-0.4197,-0.1501
-0.4235,-0.3086,-0.6716,-0.6586,-0.4523,-0.452,-0.1798
-0.4098,-0.2771,-0.6623,-0.6534,-0.425,-0.4255,-0.1582
-0.4312,-0.2998,-0.67455,-0.66205,-0.4498,-0.4486,-0.1873
-0.43,-0.301,-0.61305,-0.6609,-0.4526,-0.4523,-0.1792
-0.42,-0.2957,-0.66835,-0.6557833333333334,-0.4359,-0.4424,-0.1654
-0.4212,-0.2921,-0.6717,-0.6572,-0.4373,-0.4379,-0.1777
-0.4048,-0.277,-0.6663,-0.6527666666666667,-0.4148,-0.4201,-0.1597
-0.4178,-0.2933,-0.66635,-0.6550833333333334,-0.4387,-0.4411,-0.1651
-0.4011,-0.2737,-0.66005,-0.6479,-0.4169,-0.418,-0.1618
-0.4202,-0.2998,-0.66865,-0.6574666666666666,-0.4412,-0.4457,-0.1765
-0.3723,-0.2464,-0.65625,-0.6404333333333333,-0.3881,-0.3893,-0.13
-0.3915,-0.2724,-0.65955,-0.6445833333333333,-0.4018,-0.4122,-0.1453
-0.4171,-0.2934,-0.6667,-0.6546166666666666,-0.4344,-0.4437,-0.1678
-0.4033,-0.2724,-0.66155,-0.6489666666666667,-0.4241,-0.4233,-0.151
-0.3959,-0.2752,-0.65315,-0.6456,-0.4121,-0.4137,-0.133
-0.4091,-0.2848,-0.67095,-0.65635,-0.4329,-0.4304,-0.1747
-0.3865,-0.261,-0.6588,-0.64595,-0.4026,-0.4091,-0.1333
-0.4078,-0.2887,-0.66275,-0.6505,-0.4324,-0.4339,-0.1552
-0.4028,-0.2799,-0.67065,-0.6548333333333334,-0.4167,-0.4257,-0.1645
-0.408,-0.2764,-0.6091,-0.6549333333333334,-0.4279,-0.4307,-0.1636
-0.3888,-0.2581,-0.65935,-0.6451166666666667,-0.3994,-0.4037,-0.1489
-0.3857,-0.2585,-0.6585,-0.6463166666666667,-0.4092,-0.4067,-0.1429
-0.4314,-0.2974,-0.66885,-0.6596,-0.446,-0.448,-0.1852
-0.4087,-0.2731,-0.6684,-0.6547,-0.4238,-0.418,-0.1552
-0.4014,-0.2833,-0.66265,-0.64995,-0.418,-0.4255,-0.1537
-0.4032,-0.2816,-0.66335,-0.6493666666666666,-0.4205,-0.4278,-0.1564
-0.4216,-0.2969,-0.6667,-0.655,-0.4401,-0.442,-0.1744
-0.4122,-0.2907,-0.66485,-0.6536666666666666,-0.4327,-0.4349,-0.1663
-0.3911,-0.2699,-0.6595,-0.6467666666666667,-0.405,-0.417,-0.1456
-0.3942,-0.2571,-0.65695,-0.6487,-0.4068,-0.4029,-0.1375
-0.3876,-0.2606,-0.65925,-0.6456666666666667,-0.4048,-0.4052,-0.1474
-0.4014,-0.2775,-0.663,-0.6502,-0.4197,-0.4248,-0.1606
-0.4068,-0.2943,-0.65985,-0.6510166666666667,-0.4305,-0.4386,-0.1579
-0.3915,-0.2718,-0.6649,-0.6506666666666666,-0.4139,-0.4175,-0.1522
-0.422,-0.2921,-0.65975,-0.6519,-0.4381,-0.4393,-0.1558
-0.3955,-0.2664,-0.658,-0.6453166666666666,-0.4036,-0.4059,-0.1408
-0.3936,-0.2807,-0.65915,-0.6464833333333333,-0.4122,-0.4236,-0.1426
-0.421,-0.3001,-0.662,-0.6522333333333333,-0.4388,-0.443,-0.1609
-0.4198,-0.3006,-0.66975,-0.6576166666666666,-0.4427,-0.4455,-0.1765
-0.4416,-0.3144,-0.67035,-0.6598333333333334,-0.4605,-0.4618,-0.1903
-0.4217,-0.2985,-0.66185,-0.6513666666666666,-0.4416,-0.4457,-0.1591
-0.3878,-0.2599,-0.65195,-0.6417166666666667,-0.3969,-0.3989,-0.1345
-0.4115,-0.2827,-0.6575,-0.6513166666666667,-0.4269,-0.4323,-0.1534
-0.4085,-0.2863,-0.6704,-0.65595,-0.4281,-0.4371,-0.1738
-0.4062,-0.2693,-0.6611,-0.65025,-0.4157,-0.4115,-0.1558
-0.3829,-0.261,-0.65525,-0.6445,-0.3895,-0.3974,-0.1336
-0.4228,-0.2939,-0.66815,-0.6583833333333333,-0.4432,-0.4384,-0.1717
-0.3862,-0.2499,-0.66315,-0.6473,-0.4037,-0.4009,-0.1468
-0.4067,-0.2725,-0.6709,-0.6578333333333334,-0.429,-0.4245,-0.1753
-0.4277,-0.2929,-0.6613,-0.6536666666666666,-0.4381,-0.4432,-0.1531
-0.404,-0.2781,-0.66265,-0.6492,-0.416,-0.4267,-0.1501
-0.4264,-0.3061,-0.66385,-0.6537833333333334,-0.4508,-0.4482,-0.1681
-0.4097,-0.2934,-0.6584,-0.6499,-0.434,-0.4418,-0.1528
-0.3895,-0.2608,-0.658,-0.6454833333333333,-0.4004,-0.4099,-0.1405
-0.4319,-0.3036,-0.6698,-0.6577166666666666,-0.4516,-0.4473,-0.1837
-0.4232,-0.2883,-0.6628,-0.6536333333333333,-0.4363,-0.4343,-0.1594
-0.4205,-0.2983,-0.66665,-0.656,-0.44,-0.443,-0.184
-0.3664,-0.2351,-0.6605,-0.6424333333333333,-0.3771,-0.3798,-0.1294
-0.4003,-0.2743,-0.65975,-0.6493833333333333,-0.4172,-0.4227,-0.1507
-0.408,-0.2747,-0.65665,-0.6486,-0.4247,-0.4226,-0.1339
-0.429,-0.2932,-0.6677,-0.6570666666666667,-0.4453,-0.4474,-0.175
-0.4129,-0.2862,-0.66675,-0.6535,-0.4313,-0.4304,-0.1627
-0.4071,-0.2732,-0.6071,-0.653,-0.4198,-0.4234,-0.1573
-0.3829,-0.2587,-0.65515,-0.6442333333333333,-0.3946,-0.4036,-0.1303
-0.4211,-0.2926,-0.66375,-0.6544,-0.4458,-0.4436,-0.1546
-0.412,-0.2932,-0.66975,-0.6570833333333334,-0.4358,-0.4375,-0.1801
-0.3839,-0.2618,-0.65105,-0.6431833333333333,-0.3973,-0.4081,-0.1312
-0.4075,-0.2878,-0.66055,-0.6490833333333333,-0.4274,-0.4269,-0.1495
-0.4022,-0.2678,-0.6625,-0.6496,-0.422,-0.4162,-0.1462
-0.374,-0.2542,-0.65575,-0.6436,-0.3819,-0.3943,-0.136
-0.399,-0.2639,-0.66235,-0.6481333333333333,-0.4068,-0.4119,-0.1588
-0.3888,-0.2631,-0.65735,-0.6461,-0.4019,-0.4058,-0.1318
-0.3971,-0.2759,-0.6671,-0.6513666666666666,-0.4139,-0.4162,-0.169
-0.4235,-0.2932,-0.66845,-0.6572333333333333,-0.4374,-0.4358,-0.1816
-0.4023,-0.2722,-0.65245,-0.6444333333333333,-0.4203,-0.4152,-0.1327
-0.4092,-0.286,-0.65695,-0.6492333333333333,-0.4276,-0.4284,-0.1441
-0.372,-0.251,-0.6575,-0.6449,-0.3866,-0.3954,-0.1288
-0.4071,-0.2821,-0.66585,-0.6517,-0.4305,-0.4315,-0.1627
-0.4113,-0.284,-0.66075,-0.6500666666666667,-0.4217,-0.4267,-0.1555
-0.4159,-0.2824,-0.6748,-0.6570833333333334,-0.4389,-0.4368,-0.1738
-0.4104,-0.2865,-0.66435,-0.6525,-0.4263,-0.4313,-0.1684
-0.4254,-0.3028,-0.66075,-0.65085,-0.4481,-0.4494,-0.1642
-0.413,-0.2836,-0.6657,-0.6547833333333334,-0.4402,-0.4387,-0.1732
-0.4023,-0.2753,-0.6598,-0.6513833333333333,-0.4236,-0.4243,-0.1561
-0.4042,-0.2741,-0.6606,-0.6502333333333333,-0.4211,-0.4198,-0.1537
-0.3886,-0.259,-0.65555,-0.6446166666666666,-0.3987,-0.3977,-0.1336
-0.4012,-0.2761,-0.6661,-0.6522666666666667,-0.4178,-0.4175,-0.1585
-0.3895,-0.2606,-0.66455,-0.65005,-0.4062,-0.407,-0.1444
-0.4099,-0.2902,-0.6677,-0.65435,-0.43,-0.4386,-0.1732
-0.3953,-0.2677,-0.6605,-0.6490166666666667,-0.4044,-0.4083,-0.1486
-0.3951,-0.2682,-0.6546,-0.6450333333333333,-0.4078,-0.4075,-0.1357
-0.4294,-0.3019,-0.6688,-0.6576166666666666,-0.4524,-0.451,-0.1807
-0.4069,-0.2893,-0.66765,-0.65425,-0.4232,-0.4343,-0.1705
-0.4224,-0.2979,-0.66065,-0.65045,-0.4458,-0.4465,-0.1603
-0.4137,-0.2818,-0.66315,-0.6526166666666666,-0.4318,-0.4278,-0.1645
-0.404,-0.281,-0.65515,-0.6463166666666667,-0.4138,-0.4186,-0.1426
-0.4188,-0.2892,-0.6085,-0.65315,-0.4437,-0.4413,-0.1678
-0.413,-0.2848,-0.6624,-0.65245,-0.436,-0.436,-0.1636
-0.3787,-0.2527,-0.6527,-0.64195,-0.39,-0.4013,-0.1249
-0.4004,-0.2802,-0.65915,-0.6459,-0.4211,-0.4237,-0.1414
-0.4002,-0.2732,-0.656,-0.6462666666666667,-0.4179,-0.4186,-0.1456
-0.4021,-0.2797,-0.6589,-0.6508666666666667,-0.4189,-0.4185,-0.1555
-0.3867,-0.2506,-0.6651,-0.6497,-0.4029,-0.4033,-0.1564
-0.4019,-0.2734,-0.6514,-0.6471833333333333,-0.4151,-0.4199,-0.1474
-0.4021,-0.2655,-0.6675,-0.6539166666666667,-0.4202,-0.4188,-0.1621
-0.4136,-0.2868,-0.6614,-0.6515333333333333,-0.4294,-0.4302,-0.1537
-0.3823,-0.2526,-0.64835,-0.6399333333333334,-0.3893,-0.3912,-0.1213
-0.4019,-0.2809,-0.6676,-0.6534166666666666,-0.4252,-0.4276,-0.1639
-0.4144,-0.2836,-0.6619,-0.6522666666666667,-0.4318,-0.4334,-0.1639
-0.4005,-0.2723,-0.65975,-0.64955,-0.4221,-0.4231,-0.1513
-0.3924,-0.2608,-0.6543,-0.6442666666666667,-0.4026,-0.4028,-0.1372
-0.3696,-0.2357,-0.6551,-0.6434,-0.3893,-0.3874,-0.1285
-0.3801,-0.2477,-0.6551,-0.6422166666666667,-0.3919,-0.3925,-0.1366
-0.4129,-0.2798,-0.60655,-0.6538333333333334,-0.4272,-0.4288,-0.1684
-0.408,-0.2913,-0.665,-0.6519666666666667,-0.4335,-0.4407,-0.1603
-0.4106,-0.283,-0.6638,-0.65045,-0.4259,-0.4277,-0.1603
-0.4194,-0.3014,-0.66295,-0.65285,-0.4441,-0.4442,-0.16
-0.4073,-0.2762,-0.6637,-0.6510166666666667,-0.4224,-0.4208,-0.1687
-0.3874,-0.2657,-0.65385,-0.6416,-0.408,-0.4105,-0.142
-0.3934,-0.2707,-0.6577,-0.6455333333333333,-0.411,-0.4102,-0.1507
-0.4024,-0.28,-0.6629,-0.6514,-0.4192,-0.4277,-0.1597
-0.374,-0.2359,-0.65885,-0.6468166666666667,-0.3935,-0.3875,-0.1312
-0.4205,-0.2888,-0.6661,-0.65715,-0.4382,-0.4414,-0.1681
-0.4152,-0.2867,-0.6639,-0.65355,-0.4287,-0.4308,-0.1609
-0.4238,-0.2907,-0.66835,-0.6585,-0.4348,-0.4389,-0.1705
-0.4105,-0.2877,-0.66645,-0.6546333333333333,-0.4251,-0.4355,-0.1576
-0.3898,-0.2736,-0.6613,-0.6474666666666666,-0.4035,-0.4123,-0.1501
-0.4303,-0.2949,-0.66645,-0.6551666666666667,-0.4388,-0.4385,-0.1771
-0.4288,-0.3028,-0.67235,-0.6598333333333334,-0.4498,-0.4491,-0.1759
-0.4105,-0.2954,-0.6687,-0.6565333333333333,-0.4292,-0.4359,-0.1741
-0.372,-0.2547,-0.64995,-0.6394,-0.3871,-0.4001,-0.1249
-0.4048,-0.2853,-0.6667,-0.6539833333333334,-0.4249,-0.4378,-0.1678
-0.3998,-0.2707,-0.6498,-0.64515,-0.408,-0.4143,-0.1267
-0.3931,-0.2734,-0.6585,-0.6488833333333334,-0.4061,-0.4108,-0.1423
-0.3825,-0.2529,-0.65885,-0.6436,-0.4028,-0.4027,-0.1462
-0.3949,-0.267,-0.6626,-0.6487833333333334,-0.4204,-0.4141,-0.1483
-0.3955,-0.2716,-0.6633,-0.6479333333333334,-0.4071,-0.4149,-0.1468
-0.4108,-0.2882,-0.6674,-0.6536833333333333,-0.4296,-0.4298,-0.169
-0.4183,-0.2767,-0.6664,-0.6534833333333333,-0.4314,-0.4285,-0.1564
-0.3995,-0.2618,-0.6587,-0.6477333333333334,-0.4138,-0.4146,-0.1444
-0.4209,-0.3,-0.61195,-0.6588666666666667,-0.4405,-0.4474,-0.1726
-0.4061,-0.2799,-0.66325,-0.6492666666666667,-0.4238,-0.4271,-0.163
