Strategic_FPTP_Efficiency_Gap,Honest_FPTP_Efficiency_Gap,Approval_Efficiency_Gap,Borda_Efficiency_Gap,Classic_STV_Efficiency_Gap,Complete_STV_Efficiency_Gap,Wasted_Ballot_Efficiency_Gap
-0.3907,-0.266,-0.6644,-0.6507,-0.4118,-0.4158,-0.1531
-0.431,-0.301,-0.61535,-0.66135,-0.4521,-0.448,-0.1834
-0.3991,-0.2763,-0.65545,-0.6470666666666667,-0.4189,-0.4214,-0.1423
-0.3989,-0.2775,-0.66295,-0.6489666666666667,-0.418,-0.4258,-0.1414
-0.4105,-0.2904,-0.66595,-0.6533666666666667,-0.4273,-0.4372,-0.1654
-0.4095,-0.2862,-0.65775,-0.6472833333333333,-0.4222,-0.4233,-0.1516
-0.4287,-0.3017,-0.66785,-0.6575,-0.4519,-0.4512,-0.1792
-0.3941,-0.2618,-0.66025,-0.6482833333333333,-0.4061,-0.4046,-0.1486
-0.425,-0.3024,-0.67555,-0.6588166666666667,-0.4539,-0.4524,-0.1861
-0.4067,-0.2899,-0.6595,-0.6509,-0.4277,-0.4271,-0.1618
-0.3865,-0.2662,-0.65815,-0.6455,-0.4014,-0.4067,-0.1387
-0.4021,-0.2801,-0.66405,-0.6518666666666667,-0.4226,-0.4293,-0.1555
-0.4073,-0.2812,-0.60295,-0.65215,-0.4204,-0.431,-0.1561
-0.3963,-0.2663,-0.65825,-0.64765,-0.4147,-0.4174,-0.1399
-0.4015,-0.2688,-0.6624,-0.6484333333333333,-0.4107,-0.4133,-0.1561
-0.3873,-0.2553,-0.65835,-0.6449,-0.4006,-0.406,-0.1444
-0.4046,-0.2763,-0.6717,-0.6557333333333333,-0.4302,-0.4273,-0.1693
-0.3884,-0.2591,-0.65445,-0.6423166666666666,-0.4013,-0.4049,-0.1378
-0.3941,-0.264,-0.66225,-0.6480833333333333,-0.4034,-0.4095,-0.1501
-0.3887,-0.2694,-0.66555,-0.6492666666666667,-0.3963,-0.4069,-0.1642
-0.4082,-0.2789,-0.66285,-0.6524833333333333,-0.4275,-0.4315,-0.1558
-0.4007,-0.2648,-0.6563,-0.6474666666666666,-0.4127,-0.4142,-0.1423
-0.4027,-0.2895,-0.6608,-0.6501666666666667,-0.4183,-0.4276,-0.1546
-0.4027,-0.2859,-0.6599,-0.6504666666666666,-0.4222,-0.4239,-0.1486
-0.4115,-0.2774,-0.6597,-0.6521333333333333,-0.4295,-0.427,-0.1522
-0.4109,-0.2854,-0.66575,-0.65265,-0.429,-0.4292,-0.1648
-0.3808,-0.2476,-0.65725,-0.64715,-0.3957,-0.3992,-0.1339
-0.388,-0.2648,-0.6577,-0.6477333333333334,-0.3981,-0.4079,-0.1516
-0.405,-0.283,-0.60595,-0.6525,-0.4235,-0.428,-0.1624
-0.4266,-0.2983,-0.6668,-0.6575833333333333,-0.4451,-0.4484,-0.1717
-0.3984,-0.2833,-0.6656,-0.6524666666666666,-0.4246,-0.4264,-0.1567
-0.4047,-0.2664,-0.6611,-0.6507,-0.4214,-0.4181,-0.151
-0.4056,-0.2754,-0.6618,-0.6500833333333333,-0.4168,-0.4209,-0.1543
-0.4225,-0.3023,-0.6742,-0.65855,-0.4432,-0.4486,-0.1816
-0.3986,-0.278,-0.60675,-0.65115,-0.4127,-0.4237,-0.1615
-0.4253,-0.2972,-0.6642,-0.65475,-0.4496,-0.4458,-0.1624
-0.4006,-0.2769,-0.66145,-0.6484166666666666,-0.4175,-0.4262,-0.1486
-0.3946,-0.2729,-0.6633,-0.6517833333333334,-0.4083,-0.4149,-0.1483
-0.4181,-0.2984,-0.6593,-0.6516666666666666,-0.4393,-0.4361,-0.1597
-0.3988,-0.2714,-0.6636,-0.6510666666666667,-0.414,-0.4145,-0.1561
-0.4022,-0.2851,-0.65935,-0.6491833333333333,-0.4191,-0.4255,-0.1537
-0.4284,-0.3022,-0.66435,-0.6572333333333333,-0.4473,-0.4484,-0.1735
-0.4055,-0.2687,-0.66785,-0.65205,-0.4271,-0.422,-0.16
-0.3855,-0.2649,-0.6625,-0.64965,-0.4039,-0.4149,-0.1522
-0.3926,-0.2565,-0.65725,-0.64675,-0.4005,-0.4059,-0.1381
-0.4006,-0.2767,-0.65705,-0.64735,-0.4195,-0.4177,-0.1465
-0.3906,-0.272,-0.65505,-0.6449,-0.4077,-0.4142,-0.1387
-0.3801,-0.2568,-0.6557,-0.6423166666666666,-0.394,-0.4006,-0.1357
-0.4035,-0.2763,-0.66395,-0.6540166666666667,-0.4134,-0.4202,-0.1642
-0.4203,-0.298,-0.66475,-0.6550333333333334,-0.4402,-0.4417,-0.1642
-0.4113,-0.2874,-0.6682,-0.6554666666666666,-0.4227,-0.4327,-0.1753
-0.4384,-0.3054,-0.67015,-0.6594333333333333,-0.4574,-0.4578,-0.1906
-0.3981,-0.2662,-0.6595,-0.6480166666666667,-0.4089,-0.414,-0.1411
-0.3835,-0.2687,-0.66315,-0.64645,-0.3978,-0.4079,-0.145
-0.3313,-0.2905,-0.66925,-0.6578666666666667,-0.4298,-0.4357,-0.1747
-0.3934,-0.281,-0.66115,-0.6455166666666666,-0.4137,-0.4187,-0.1504
-0.4232,-0.2891,-0.66665,-0.6553666666666667,-0.4349,-0.4406,-0.166
-0.3963,-0.27,-0.64865,-0.6438833333333334,-0.4114,-0.415,-0.1321
-0.4023,-0.2755,-0.66095,-0.6498666666666667,-0.4137,-0.4175,-0.1477
-0.4103,-0.2789,-0.6698,-0.6537,-0.4252,-0.4231,-0.1663
-0.4207,-0.2991,-0.67005,-0.6558333333333334,-0.4442,-0.4438,-0.1747
-0.4047,-0.2778,-0.6644,-0.65125,-0.4262,-0.4248,-0.1591
-0.4001,-0.286,-0.6681,-0.65365,-0.4253,-0.4279,-0.1717
-0.4141,-0.288,-0.66535,-0.6546333333333333,-0.4348,-0.4347,-0.1636
-0.3919,-0.2645,-0.65675,-0.64685,-0.4077,-0.4089,-0.1411
-0.3846,-0.2638,-0.6657,-0.6520166666666667,-0.3974,-0.4091,-0.1585
-0.3812,-0.255,-0.6534,-0.64365,-0.3916,-0.3979,-0.1342
-0.3934,-0.2622,-0.6563,-0.64755,-0.403,-0.4108,-0.1396
-0.3964,-0.2688,-0.66005,-0.6485833333333333,-0.4164,-0.4156,-0.151
-0.4202,-0.292,-0.65845,-0.6510666666666667,-0.4358,-0.4367,-0.1684
-0.3886,-0.2524,-0.657,-0.6460666666666667,-0.3957,-0.3973,-0.1357
-0.3978,-0.2691,-0.6543,-0.6445833333333333,-0.41,-0.4122,-0.1336
-0.394,-0.2776,-0.6535,-0.6434166666666666,-0.4057,-0.4129,-0.1354
-0.4249,-0.2946,-0.66415,-0.6562833333333333,-0.4444,-0.4473,-0.1624
-0.4092,-0.2934,-0.65885,-0.65085,-0.4352,-0.4374,-0.1534
-0.4195,-0.2912,-0.672,-0.6587833333333334,-0.4351,-0.4375,-0.178
-0.3747,-0.2461,-0.65335,-0.6426333333333333,-0.3859,-0.392,-0.1252
-0.3887,-0.2709,-0.6549,-0.64595,-0.4041,-0.4123,-0.1396
-0.4074,-0.2806,-0.6696,-0.65555,-0.4235,-0.4267,-0.1705
-0.4121,-0.2813,-0.66205,-0.65215,-0.4181,-0.4267,-0.1591
-0.3985,-0.2866,-0.664,-0.6506833333333333,-0.4217,-0.4309,-0.1648
-0.4275,-0.2998,-0.6667,-0.6562666666666667,-0.4445,-0.4465,-0.1774
-0.386,-0.2524,-0.6534,-0.6443166666666666,-0.392,-0.4012,-0.127
-0.3988,-0.2721,-0.6579,-0.6482833333333333,-0.4205,-0.4227,-0.1489
-0.3899,-0.2669,-0.66495,-0.6496833333333333,-0.4071,-0.4131,-0.1633
-0.3828,-0.2528,-0.60395,-0.64815,-0.3979,-0.4061,-0.1465
-0.4041,-0.2733,-0.66315,-0.6503,-0.4211,-0.4197,-0.1624
-0.408,-0.2825,-0.66365,-0.6513166666666667,-0.4227,-0.4291,-0.1576
-0.4044,-0.2763,-0.67125,-0.6540833333333333,-0.4181,-0.4203,-0.1714
-0.3961,-0.2665,-0.665,-0.6505833333333333,-0.4182,-0.417,-0.1525
-0.3954,-0.2718,-0.65335,-0.6466,-0.4143,-0.4206,-0.1453
-0.4154,-0.2893,-0.6658,-0.6532,-0.4311,-0.4351,-0.1663
-0.3693,-0.2354,-0.64775,-0.63865,-0.3766,-0.3809,-0.1156
-0.4064,-0.2822,-0.66385,-0.6501833333333333,-0.4258,-0.4304,-0.1579
-0.4329,-0.3096,-0.67365,-0.6609166666666667,-0.4526,-0.4579,-0.1852
-0.3947,-0.27,-0.6608,-0.64815,-0.4121,-0.4081,-0.1543
-0.4064,-0.2795,-0.6577,-0.6503166666666667,-0.417,-0.4279,-0.1474
-0.4082,-0.2907,-0.65755,-0.6486166666666666,-0.4255,-0.4315,-0.1564
-0.4005,-0.2775,-0.6607,-0.6482666666666667,-0.4166,-0.4218,-0.1525
-0.418,-0.2836,-0.6669,-0.6546833333333333,-0.4353,-0.4334,-0.1774
-0.3602,-0.2402,-0.6478,-0.6385666666666666,-0.3699,-0.3775,-0.1087
-0.4007,-0.2695,-0.6615,-0.6478,-0.4087,-0.4093,-0.1459
-0.3832,-0.2572,-0.65815,-0.6426666666666667,-0.4018,-0.4007,-0.1438
-0.3881,-0.26,-0.6666,-0.6480666666666667,-0.4067,-0.4114,-0.1543
-0.4161,-0.2895,-0.66065,-0.6513833333333333,-0.4414,-0.4401,-0.151
-0.4034,-0.2684,-0.6586,-0.6464833333333333,-0.4127,-0.4126,-0.1369
-0.3747,-0.2381,-0.65925,-0.6463333333333333,-0.3839,-0.3877,-0.1348
-0.3953,-0.2614,-0.66395,-0.6506166666666666,-0.4125,-0.414,-0.1534
-0.4168,-0.2876,-0.671,-0.6578166666666667,-0.4416,-0.444,-0.1801
-0.4135,-0.2919,-0.6673,-0.6537833333333334,-0.4352,-0.4362,-0.1756
-0.3991,-0.2748,-0.65375,-0.6455,-0.4097,-0.4185,-0.1438
-0.4203,-0.2934,-0.6563,-0.6477833333333334,-0.4431,-0.4468,-0.1546
-0.396,-0.2767,-0.6591,-0.6473166666666667,-0.4153,-0.4202,-0.1498
-0.3897,-0.2718,-0.65735,-0.6454,-0.4014,-0.4109,-0.1426
-0.3992,-0.279,-0.6643,-0.6520666666666667,-0.4187,-0.4273,-0.1558
-0.3918,-0.2685,-0.65925,-0.6465666666666666,-0.4062,-0.4133,-0.1429
-0.3951,-0.2693,-0.6578,-0.6465666666666666,-0.4114,-0.4092,-0.1405
-0.4148,-0.2883,-0.66365,-0.6519666666666667,-0.4302,-0.4322,-0.1618
-0.3922,-0.2715,-0.66675,-0.6534666666666666,-0.4103,-0.4191,-0.1612
-0.4136,-0.2837,-0.66905,-0.6533833333333333,-0.4295,-0.4312,-0.1783
-0.4189,-0.2895,-0.6771,-0.6597666666666666,-0.4423,-0.4411,-0.1825
-0.3869,-0.2655,-0.66285,-0.6499166666666667,-0.3933,-0.4095,-0.1606
-0.3907,-0.2661,-0.65505,-0.6452666666666667,-0.4009,-0.4071,-0.145
-0.3967,-0.2778,-0.6629,-0.6500666666666667,-0.4111,-0.4212,-0.1594
-0.3941,-0.2714,-0.6611,-0.6455666666666666,-0.4098,-0.4143,-0.1501
-0.4423,-0.3069,-0.66595,-0.6574333333333333,-0.4576,-0.4563,-0.178
-0.401,-0.2848,-0.66345,-0.6512166666666667,-0.4255,-0.4284,-0.1537
-0.3775,-0.2539,-0.6624,-0.6466166666666666,-0.3878,-0.3989,-0.1444
-0.4138,-0.2935,-0.66205,-0.6535666666666666,-0.4379,-0.4405,-0.1672
-0.4035,-0.2824,-0.659,-0.6500666666666667,-0.4257,-0.4252,-0.1483
-0.38,-0.2588,-0.6515,-0.64295,-0.3893,-0.3999,-0.1294
-0.3846,-0.2643,-0.66665,-0.6487666666666667,-0.4072,-0.411,-0.1501
-0.406,-0.2825,-0.66925,-0.654,-0.4283,-0.4271,-0.1675
-0.3904,-0.2733,-0.6631,-0.6473,-0.4148,-0.4198,-0.1531
-0.4137,-0.2934,-0.66515,-0.6544666666666666,-0.4313,-0.4362,-0.166
-0.42,-0.2991,-0.66735,-0.6547,-0.444,-0.4419,-0.1753
-0.3992,-0.2755,-0.6608,-0.6487833333333334,-0.4241,-0.4262,-0.1477
-0.3965,-0.2709,-0.6572,-0.6479166666666667,-0.4086,-0.4169,-0.1399
-0.3799,-0.2609,-0.6571,-0.6451666666666667,-0.3904,-0.4016,-0.1408
-0.4133,-0.2894,-0.6691,-0.6566666666666666,-0.4274,-0.4356,-0.1807
-0.4188,-0.2911,-0.6703,-0.65865,-0.4381,-0.4375,-0.1828
-0.4032,-0.2774,-0.6586,-0.6485666666666666,-0.4157,-0.4216,-0.1405
-0.4047,-0.2814,-0.6696,-0.6553666666666667,-0.4232,-0.4352,-0.1744
-0.4002,-0.2792,-0.65315,-0.6455,-0.4222,-0.428,-0.1294
-0.4,-0.2698,-0.66175,-0.65,-0.4244,-0.4203,-0.1576
-0.4083,-0.2845,-0.66795,-0.6541333333333333,-0.427,-0.4328,-0.1705
-0.4163,-0.293,-0.66335,-0.6513,-0.4367,-0.4352,-0.1567
-0.4047,-0.2746,-0.67535,-0.6581333333333333,-0.4205,-0.4237,-0.1807
-0.3979,-0.2664,-0.6556,-0.6456833333333334,-0.4172,-0.4146,-0.1381
-0.4232,-0.3008,-0.6715,-0.65805,-0.4433,-0.4472,-0.1861
-0.4144,-0.2966,-0.6696,-0.65745,-0.4384,-0.4435,-0.1657
-0.3969,-0.267,-0.66365,-0.6477166666666667,-0.4092,-0.4062,-0.1549
-0.4093,-0.2808,-0.66845,-0.6554,-0.4324,-0.4303,-0.175
-0.395,-0.2732,-0.65985,-0.6480666666666667,-0.4018,-0.4151,-0.1492
-0.3741,-0.2424,-0.64925,-0.6380333333333333,-0.3803,-0.39,-0.1204
-0.4168,-0.2973,-0.66995,-0.6577166666666666,-0.4504,-0.4503,-0.1744
-0.4261,-0.2931,-0.6694,-0.6584333333333333,-0.446,-0.4415,-0.1846
-0.4071,-0.2919,-0.6684,-0.6542833333333333,-0.4305,-0.4355,-0.1666
-0.4075,-0.2822,-0.6663,-0.6530333333333334,-0.4287,-0.4271,-0.1636
-0.3932,-0.2713,-0.6615,-0.64875,-0.4057,-0.4125,-0.1516
-0.4171,-0.2936,-0.67235,-0.6577,-0.4327,-0.4371,-0.1774
-0.4081,-0.2888,-0.6632,-0.6524,-0.425,-0.4295,-0.1675
-0.3736,-0.2489,-0.6573,-0.6439666666666667,-0.3878,-0.3935,-0.1396
-0.414,-0.2837,-0.66075,-0.65285,-0.4427,-0.436,-0.1591
-0.4042,-0.2794,-0.6671,-0.6540166666666667,-0.4173,-0.4229,-0.1642
-0.4075,-0.275,-0.65215,-0.6472333333333333,-0.4201,-0.4223,-0.1378
-0.4184,-0.2859,-0.6578,-0.6484,-0.4284,-0.431,-0.1501
-0.4256,-0.3104,-0.67065,-0.6582333333333333,-0.4545,-0.4546,-0.1756
-0.399,-0.2605,-0.6607,-0.64835,-0.412,-0.4146,-0.1522
-0.4037,-0.288,-0.65915,-0.6473666666666666,-0.4252,-0.4271,-0.1519
-0.4101,-0.2883,-0.66395,-0.6530333333333334,-0.4308,-0.4299,-0.1588
-0.3864,-0.27,-0.65865,-0.6468833333333334,-0.3931,-0.415,-0.1456
-0.4029,-0.2773,-0.66695,-0.6513666666666666,-0.4154,-0.4225,-0.1681
-0.3868,-0.2622,-0.6598,-0.6479,-0.395,-0.404,-0.1549
-0.4004,-0.2708,-0.66445,-0.6511666666666667,-0.414,-0.419,-0.1537
-0.3902,-0.2561,-0.6661,-0.6509333333333334,-0.4007,-0.404,-0.1477
-0.4267,-0.2924,-0.6685,-0.6577166666666666,-0.4464,-0.4499,-0.1708
-0.3979,-0.2757,-0.65725,-0.6487833333333334,-0.4197,-0.4151,-0.1489
-0.419,-0.2875,-0.6639,-0.6540166666666667,-0.4362,-0.4386,-0.1672
-0.4106,-0.2877,-0.65885,-0.6485833333333333,-0.4217,-0.4264,-0.1519
-0.4028,-0.2806,-0.66195,-0.6501333333333333,-0.4228,-0.4218,-0.1594
-0.4371,-0.3084,-0.6715,-0.6609333333333334,-0.4535,-0.4568,-0.1945
-0.4069,-0.2838,-0.6588,-0.6489833333333334,-0.429,-0.4285,-0.1576
-0.3758,-0.2586,-0.64675,-0.63935,-0.3964,-0.402,-0.1198
-0.3993,-0.275,-0.65995,-0.6481333333333333,-0.4244,-0.4226,-0.1543
-0.397,-0.2686,-0.6626,-0.64905,-0.4064,-0.4112,-0.1609
-0.4061,-0.2844,-0.6631,-0.6533333333333333,-0.4232,-0.4275,-0.1636
-0.3945,-0.2707,-0.65735,-0.6442666666666667,-0.4133,-0.4177,-0.1372
-0.3935,-0.2708,-0.6576,-0.6453,-0.3987,-0.4056,-0.1456
-0.4058,-0.2794,-0.66435,-0.6527833333333334,-0.4274,-0.4295,-0.16
-0.3999,-0.2738,-0.666,-0.6516333333333333,-0.4227,-0.425,-0.1567
-0.4015,-0.2768,-0.65955,-0.65025,-0.4182,-0.4182,-0.1489
-0.3877,-0.2639,-0.65705,-0.6468333333333334,-0.4042,-0.4105,-0.1423
-0.3728,-0.2517,-0.65435,-0.6450166666666667,-0.388,-0.3969,-0.1234
-0.4093,-0.2769,-0.6659,-0.6533333333333333,-0.4253,-0.4269,-0.1582
-0.4202,-0.286,-0.66115,-0.6529833333333334,-0.4381,-0.436,-0.1546
-0.3968,-0.267,-0.65425,-0.6471333333333333,-0.416,-0.4144,-0.1366
-0.4078,-0.2767,-0.65765,-0.6477,-0.413,-0.4213,-0.1411
-0.4209,-0.2941,-0.6692,-0.65785,-0.4405,-0.4408,-0.1693
-0.394,-0.2707,-0.6533,-0.6433833333333333,-0.4198,-0.4162,-0.1396
-0.4021,-0.2707,-0.6607,-0.64795,-0.4169,-0.4136,-0.1465
-0.3973,-0.2685,-0.66405,-0.6519333333333334,-0.4163,-0.4163,-0.1507
-0.4087,-0.2857,-0.67135,-0.65645,-0.4301,-0.4316,-0.1744
-0.4024,-0.281,-0.6652,-0.6495666666666666,-0.4202,-0.4229,-0.1621
-0.4092,-0.2842,-0.61745,-0.6585166666666666,-0.4283,-0.4325,-0.1843
-0.4183,-0.2948,-0.67195,-0.6591333333333333,-0.4333,-0.4441,-0.1732
-0.3998,-0.2816,-0.66505,-0.6529166666666667,-0.4161,-0.4273,-0.1597
-0.3914,-0.2635,-0.66185,-0.6475833333333333,-0.4006,-0.407,-0.1513
-0.4093,-0.2764,-0.66505,-0.6528666666666667,-0.4235,-0.4268,-0.1726
-0.4038,-0.275,-0.66215,-0.6504333333333333,-0.4154,-0.4203,-0.1561
-0.4029,-0.2769,-0.6659,-0.6502666666666667,-0.4164,-0.4206,-0.1606
-0.4055,-0.2787,-0.66435,-0.65005,-0.4198,-0.4235,-0.166
-0.4121,-0.2862,-0.6675,-0.6540333333333334,-0.4313,-0.4336,-0.1729
-0.3803,-0.2473,-0.6628,-0.6478166666666667,-0.392,-0.3937,-0.1513
-0.3913,-0.2664,-0.6606,-0.64955,-0.4162,-0.4161,-0.1585
-0.3813,-0.2568,-0.65895,-0.6467166666666667,-0.3908,-0.4023,-0.1402
-0.4005,-0.2648,-0.6653,-0.6539666666666667,-0.4135,-0.4177,-0.1567
-0.4232,-0.2997,-0.6639,-0.65305,-0.4382,-0.4412,-0.1636
-0.4313,-0.3027,-0.6706,-0.6587166666666666,-0.4446,-0.4506,-0.1918
-0.4047,-0.2771,-0.6605,-0.6475,-0.4218,-0.419,-0.1522
-0.4034,-0.2748,-0.65895,-0.6495166666666666,-0.4186,-0.4172,-0.1471
-0.4007,-0.2758,-0.66635,-0.6519,-0.4152,-0.4225,-0.1549
-0.4009,-0.2772,-0.65835,-0.6493333333333333,-0.4094,-0.4173,-0.1522
-0.3799,-0.2563,-0.6535,-0.6444166666666666,-0.3942,-0.4038,-0.1312
-0.4016,-0.2724,-0.66205,-0.6487666666666667,-0.4151,-0.4152,-0.1408
-0.3907,-0.2706,-0.66085,-0.6481,-0.4043,-0.4081,-0.1519
-0.3924,-0.2676,-0.6563,-0.6473166666666667,-0.4129,-0.4173,-0.1498
-0.413,-0.2893,-0.6573,-0.649,-0.4288,-0.4303,-0.1549
-0.3837,-0.2653,-0.6542,-0.6412833333333333,-0.3959,-0.4004,-0.1306
-0.3916,-0.2671,-0.6588,-0.6484833333333333,-0.4083,-0.4109,-0.151
-0.4068,-0.2812,-0.67115,-0.65615,-0.4285,-0.4329,-0.1735
-0.4108,-0.2749,-0.6608,-0.6518333333333334,-0.4298,-0.4312,-0.1543
-0.402,-0.278,-0.61095,-0.65335,-0.4219,-0.4267,-0.1645
-0.4275,-0.3069,-0.6678,-0.65815,-0.4519,-0.4557,-0.1741
-0.402,-0.2736,-0.65925,-0.6505666666666666,-0.4189,-0.4175,-0.1567
-0.4066,-0.2837,-0.6588,-0.6493666666666666,-0.4293,-0.4349,-0.1441
-0.4231,-0.292,-0.66375,-0.65255,-0.4333,-0.4378,-0.169
-0.4146,-0.299,-0.6666,-0.6550333333333334,-0.4375,-0.4423,-0.1645
-0.4025,-0.2802,-0.6624,-0.6507833333333334,-0.4167,-0.4261,-0.148
-0.3971,-0.2734,-0.66105,-0.6488833333333334,-0.41,-0.4217,-0.154
-0.3805,-0.251,-0.6573,-0.6454666666666666,-0.3865,-0.3971,-0.1405
-0.4101,-0.2871,-0.6609,-0.6502666666666667,-0.4292,-0.4307,-0.1606
-0.3946,-0.2852,-0.6611,-0.6501333333333333,-0.4231,-0.4325,-0.1498
-0.4216,-0.2781,-0.66575,-0.6546833333333333,-0.4265,-0.4254,-0.1639
-0.3725,-0.2454,-0.6492,-0.6400333333333333,-0.3828,-0.3851,-0.115
-0.4011,-0.2738,-0.66065,-0.6494,-0.4155,-0.4198,-0.1513
-0.3922,-0.2708,-0.6592,-0.64845,-0.4095,-0.4149,-0.1465
-0.4103,-0.2845,-0.6607,-0.64885,-0.4218,-0.4251,-0.1597
-0.3963,-0.269,-0.65345,-0.6458333333333334,-0.4125,-0.4119,-0.1267
-0.3961,-0.2719,-0.65735,-0.64735,-0.4156,-0.4134,-0.1492
-0.4254,-0.3038,-0.66955,-0.6583833333333333,-0.4467,-0.4457,-0.1807
-0.4034,-0.2749,-0.6642,-0.65175,-0.4146,-0.4176,-0.1582
-0.4051,-0.286,-0.66065,-0.6523,-0.4243,-0.4291,-0.1639
-0.4132,-0.2872,-0.66275,-0.6521833333333333,-0.4387,-0.4365,-0.1606
-0.3872,-0.2554,-0.6646,-0.6489,-0.3933,-0.3972,-0.1516
-0.408,-0.2823,-0.66085,-0.6505166666666666,-0.4203,-0.4287,-0.151
-0.3878,-0.2534,-0.6578,-0.6453166666666666,-0.4091,-0.4,-0.1438
-0.4155,-0.3034,-0.6732,-0.6594666666666666,-0.4446,-0.4453,-0.1843
-0.4003,-0.2704,-0.6604,-0.6476166666666666,-0.4178,-0.4153,-0.1498
-0.3954,-0.2696,-0.659,-0.6480166666666667,-0.4078,-0.4079,-0.1513
-0.4041,-0.2846,-0.6574,-0.6466833333333334,-0.4323,-0.4263,-0.1504
-0.3782,-0.2622,-0.6625,-0.6457833333333334,-0.3986,-0.4106,-0.1471
-0.4174,-0.303,-0.65975,-0.6512333333333333,-0.4395,-0.445,-0.1546
-0.4337,-0.3064,-0.6611,-0.65525,-0.4545,-0.4553,-0.1597
-0.4057,-0.2669,-0.661,-0.6518333333333334,-0.4166,-0.4182,-0.1498
-0.4003,-0.2724,-0.66495,-0.6524,-0.4227,-0.4218,-0.1558
-0.389,-0.2556,-0.6635,-0.6475166666666666,-0.3979,-0.4017,-0.1483
-0.4159,-0.2878,-0.66215,-0.6538333333333334,-0.4366,-0.4356,-0.1606
-0.4204,-0.2931,-0.6161,-0.6586166666666666,-0.4403,-0.4476,-0.1756
-0.3897,-0.2663,-0.64945,-0.6408333333333334,-0.401,-0.4098,-0.1198
-0.4125,-0.2902,-0.66705,-0.6540833333333333,-0.427,-0.4346,-0.1669
-0.3815,-0.2407,-0.65595,-0.64485,-0.3899,-0.385,-0.1267
-0.4071,-0.275,-0.66445,-0.6497,-0.4231,-0.4216,-0.1612
-0.4021,-0.2736,-0.65785,-0.6492166666666667,-0.4172,-0.4241,-0.1441
-0.3834,-0.2563,-0.656,-0.6423666666666666,-0.406,-0.4022,-0.1399
-0.398,-0.2865,-0.6616,-0.6487166666666667,-0.4171,-0.426,-0.1666
-0.3963,-0.27,-0.6631,-0.6526166666666666,-0.4158,-0.4178,-0.1555
-0.4171,-0.2984,-0.66155,-0.6494333333333333,-0.4357,-0.4416,-0.1624
-0.4006,-0.2814,-0.6646,-0.6521166666666667,-0.4206,-0.4298,-0.1648
-0.3852,-0.2544,-0.6573,-0.6446833333333334,-0.4005,-0.3988,-0.1384
-0.3999,-0.285,-0.66455,-0.65125,-0.4123,-0.42,-0.1615
-0.4079,-0.2817,-0.66815,-0.6549,-0.419,-0.4257,-0.1642
-0.3877,-0.2591,-0.65835,-0.64615,-0.4029,-0.4064,-0.1453
-0.4055,-0.2875,-0.66145,-0.6508,-0.4293,-0.4312,-0.1507
-0.3932,-0.2589,-0.59255,-0.6438666666666667,-0.41,-0.406,-0.1261
-0.393,-0.2764,-0.6598,-0.6478,-0.4146,-0.4216,-0.148
-0.3874,-0.2658,-0.65915,-0.6467166666666667,-0.4052,-0.413,-0.1489
-0.3973,-0.2696,-0.65825,-0.6480333333333334,-0.4057,-0.4112,-0.1414
-0.4001,-0.2793,-0.6629,-0.65115,-0.4204,-0.4283,-0.1639
-0.4417,-0.3109,-0.6671,-0.6575666666666666,-0.4609,-0.4627,-0.1771
-0.4227,-0.2985,-0.6705,-0.6582333333333333,-0.4423,-0.4433,-0.1762
-0.3761,-0.2638,-0.65375,-0.64125,-0.3861,-0.4018,-0.1264
-0.3989,-0.266,-0.65775,-0.648,-0.4146,-0.4109,-0.1336
-0.3978,-0.2715,-0.6625,-0.6501,-0.4109,-0.4158,-0.1555
-0.414,-0.2902,-0.6626,-0.6501666666666667,-0.435,-0.4378,-0.1498
-0.4173,-0.2982,-0.66105,-0.6525,-0.4344,-0.4395,-0.1603
-0.3873,-0.2571,-0.65445,-0.6433833333333333,-0.4004,-0.4017,-0.1333
-0.3927,-0.2689,-0.6588,-0.6474333333333333,-0.408,-0.4096,-0.1447
-0.4043,-0.2777,-0.6666,-0.6539666666666667,-0.4195,-0.4239,-0.1657
-0.4065,-0.286,-0.66315,-0.65105,-0.4212,-0.4308,-0.1675
-0.4002,-0.2763,-0.6602,-0.65085,-0.421,-0.4263,-0.1552
-0.3991,-0.2786,-0.66195,-0.64895,-0.4175,-0.4159,-0.1573
-0.4047,-0.275,-0.6625,-0.6503833333333333,-0.4123,-0.4182,-0.1519
-0.4126,-0.2847,-0.66045,-0.65335,-0.4406,-0.4367,-0.1531
-0.3865,-0.2635,-0.65215,-0.6442,-0.3961,-0.4044,-0.1282
-0.401,-0.2722,-0.6671,-0.6514166666666666,-0.4157,-0.4145,-0.1603
-0.398,-0.2773,-0.66525,-0.6496666666666666,-0.4147,-0.4197,-0.1612
-0.4216,-0.2986,-0.67765,-0.66105,-0.448,-0.4465,-0.19
-0.4111,-0.2876,-0.66755,-0.6526833333333333,-0.4354,-0.4366,-0.1672
-0.4105,-0.2866,-0.6624,-0.6514166666666666,-0.4306,-0.4302,-0.1489
-0.4106,-0.2745,-0.6705,-0.6555666666666666,-0.4265,-0.4253,-0.1699
-0.4043,-0.2817,-0.6635,-0.6500666666666667,-0.4201,-0.4237,-0.1606
-0.3857,-0.2598,-0.6602,-0.6472166666666667,-0.395,-0.4087,-0.1396
-0.4093,-0.2938,-0.6587,-0.64825,-0.4208,-0.4314,-0.1534
